	sent_index	word_index	word	region	condition
597	1	15	mayor	matrix_gap	that_gap_subj
598	1	16	last	continuation	that_gap_subj
599	1	17	year	continuation	that_gap_subj
600	1	19	.	End	that_gap_subj
601	1	20	<eos>	End	that_gap_subj
602	2	0	The	intro	that_gap_subj
603	2	1	fact	intro	that_gap_subj
604	2	2	that	intro	that_gap_subj
605	2	3	the	subj_subj	that_gap_subj
606	2	4	guard	subj_subj	that_gap_subj
607	2	5	said	subj_subj	that_gap_subj
608	2	6	that	subj_that	that_gap_subj
609	2	7	the	subj_embed	that_gap_subj
610	2	8	prisoner	subj_embed	that_gap_subj
611	2	9	kicked	subj_embed	that_gap_subj
612	2	10	during	filler	that_gap_subj
613	2	11	breakfast	filler	that_gap_subj
614	2	12	surprised	matrix_verb	that_gap_subj
615	2	13	the	matrix_gap	that_gap_subj
616	2	14	guard	matrix_gap	that_gap_subj
617	2	15	last	continuation	that_gap_subj
618	2	16	week	continuation	that_gap_subj
619	2	18	.	End	that_gap_subj
620	2	19	<eos>	End	that_gap_subj
621	3	0	The	intro	that_gap_subj
622	3	1	fact	intro	that_gap_subj
623	3	2	that	intro	that_gap_subj
624	3	3	the	subj_subj	that_gap_subj
625	3	4	real	subj_subj	that_gap_subj
626	3	5	estate	subj_subj	that_gap_subj
627	3	6	agent	subj_subj	that_gap_subj
628	3	7	remembered	subj_subj	that_gap_subj
629	3	8	that	subj_that	that_gap_subj
630	3	9	the	subj_embed	that_gap_subj
631	3	10	old	subj_embed	that_gap_subj
632	3	11	couple	subj_embed	that_gap_subj
633	3	12	met	subj_embed	that_gap_subj
634	3	13	at	filler	that_gap_subj
635	3	14	the	filler	that_gap_subj
636	3	15	club	filler	that_gap_subj
637	3	16	shocked	matrix_verb	that_gap_subj
638	3	17	his	matrix_gap	that_gap_subj
639	3	18	friends	matrix_gap	that_gap_subj
640	3	19	over	continuation	that_gap_subj
641	3	20	the	continuation	that_gap_subj
642	3	21	weekend	continuation	that_gap_subj
643	3	23	.	End	that_gap_subj
644	3	24	<eos>	End	that_gap_subj
645	4	0	The	intro	that_gap_subj
646	4	1	fact	intro	that_gap_subj
647	4	2	that	intro	that_gap_subj
648	4	3	the	subj_subj	that_gap_subj
649	4	4	journalist	subj_subj	that_gap_subj
650	4	5	stated	subj_subj	that_gap_subj
651	4	6	that	subj_that	that_gap_subj
652	4	7	the	subj_embed	that_gap_subj
653	4	8	president	subj_embed	that_gap_subj
654	4	9	fired	subj_embed	that_gap_subj
655	4	10	without	filler	that_gap_subj
656	4	11	warning	filler	that_gap_subj
657	4	12	surprised	matrix_verb	that_gap_subj
658	4	13	the	matrix_gap	that_gap_subj
659	4	14	editor	matrix_gap	that_gap_subj
660	4	15	when	continuation	that_gap_subj
661	4	16	the	continuation	that_gap_subj
662	4	17	article	continuation	that_gap_subj
663	4	18	was	continuation	that_gap_subj
664	4	19	published	continuation	that_gap_subj
665	4	21	.	End	that_gap_subj
666	4	22	<eos>	End	that_gap_subj
667	5	0	The	intro	that_gap_subj
668	5	1	fact	intro	that_gap_subj
669	5	2	that	intro	that_gap_subj
670	5	3	our	subj_subj	that_gap_subj
671	5	4	mother	subj_subj	that_gap_subj
672	5	5	does	subj_subj	that_gap_subj
673	5	6	not	subj_subj	that_gap_subj
674	5	7	know	subj_subj	that_gap_subj
675	5	8	that	subj_that	that_gap_subj
676	5	9	her	subj_embed	that_gap_subj
677	5	10	friend	subj_embed	that_gap_subj
678	5	11	trusts	subj_embed	that_gap_subj
679	5	12	with	filler	that_gap_subj
680	5	13	her	filler	that_gap_subj
681	5	14	will	filler	that_gap_subj
682	5	15	surprised	matrix_verb	that_gap_subj
683	5	16	us	matrix_gap	that_gap_subj
684	5	17	when	continuation	that_gap_subj
685	5	18	they	continuation	that_gap_subj
686	5	19	found	continuation	that_gap_subj
687	5	20	out	continuation	that_gap_subj
688	5	22	.	End	that_gap_subj
689	5	23	<eos>	End	that_gap_subj
690	6	0	The	intro	that_gap_subj
691	6	1	fact	intro	that_gap_subj
692	6	2	that	intro	that_gap_subj
693	6	3	the	subj_subj	that_gap_subj
694	6	4	lawyers	subj_subj	that_gap_subj
695	6	5	acknowledged	subj_subj	that_gap_subj
696	6	6	that	subj_that	that_gap_subj
697	6	7	their	subj_embed	that_gap_subj
698	6	8	client	subj_embed	that_gap_subj
699	6	9	represented	subj_embed	that_gap_subj
700	6	10	without	filler	that_gap_subj
701	6	11	difficulty	filler	that_gap_subj
702	6	12	worried	matrix_verb	that_gap_subj
703	6	13	the	matrix_gap	that_gap_subj
704	6	14	judge	matrix_gap	that_gap_subj
705	6	15	over	continuation	that_gap_subj
706	6	16	the	continuation	that_gap_subj
707	6	17	weekend	continuation	that_gap_subj
708	6	19	.	End	that_gap_subj
709	6	20	<eos>	End	that_gap_subj
710	7	0	The	intro	that_gap_subj
711	7	1	fact	intro	that_gap_subj
712	7	2	that	intro	that_gap_subj
713	7	3	the	subj_subj	that_gap_subj
714	7	4	chef	subj_subj	that_gap_subj
715	7	5	knew	subj_subj	that_gap_subj
716	7	6	that	subj_that	that_gap_subj
717	7	7	his	subj_embed	that_gap_subj
718	7	8	assistant	subj_embed	that_gap_subj
719	7	9	cut	subj_embed	that_gap_subj
720	7	10	by	filler	that_gap_subj
721	7	11	accident	filler	that_gap_subj
722	7	12	surprised	matrix_verb	that_gap_subj
723	7	13	the	matrix_gap	that_gap_subj
724	7	14	customers	matrix_gap	that_gap_subj
725	7	15	yesterday	continuation	that_gap_subj
726	7	16	evening	continuation	that_gap_subj
727	7	18	.	End	that_gap_subj
728	7	19	<eos>	End	that_gap_subj
729	8	0	The	intro	that_gap_subj
730	8	1	fact	intro	that_gap_subj
731	8	2	that	intro	that_gap_subj
732	8	3	the	subj_subj	that_gap_subj
733	8	4	journalist	subj_subj	that_gap_subj
734	8	5	disclosed	subj_subj	that_gap_subj
735	8	6	that	subj_that	that_gap_subj
736	8	7	the	subj_embed	that_gap_subj
737	8	8	mayor	subj_embed	that_gap_subj
738	8	9	talked	subj_embed	that_gap_subj
739	8	10	with	subj_embed	that_gap_subj
740	8	11	last	filler	that_gap_subj
741	8	12	night	filler	that_gap_subj
742	8	13	shocked	matrix_verb	that_gap_subj
743	8	14	the	matrix_gap	that_gap_subj
744	8	15	donors	matrix_gap	that_gap_subj
745	8	16	when	continuation	that_gap_subj
746	8	17	they	continuation	that_gap_subj
747	8	18	found	continuation	that_gap_subj
748	8	19	out	continuation	that_gap_subj
749	8	21	.	End	that_gap_subj
750	8	22	<eos>	End	that_gap_subj
751	9	0	The	intro	that_gap_subj
752	9	1	fact	intro	that_gap_subj
753	9	2	that	intro	that_gap_subj
754	9	3	the	subj_subj	that_gap_subj
755	9	4	assistant	subj_subj	that_gap_subj
756	9	5	signaled	subj_subj	that_gap_subj
757	9	6	that	subj_that	that_gap_subj
758	9	7	the	subj_embed	that_gap_subj
759	9	8	police	subj_embed	that_gap_subj
760	9	9	observed	subj_embed	that_gap_subj
761	9	10	through	filler	that_gap_subj
762	9	11	binoculars	filler	that_gap_subj
763	9	12	confused	matrix_verb	that_gap_subj
764	9	13	the	matrix_gap	that_gap_subj
765	9	14	inspectors	matrix_gap	that_gap_subj
766	9	15	last	continuation	that_gap_subj
767	9	16	month	continuation	that_gap_subj
768	9	18	.	End	that_gap_subj
769	9	19	<eos>	End	that_gap_subj
770	10	0	The	intro	that_gap_subj
771	10	1	fact	intro	that_gap_subj
772	10	2	that	intro	that_gap_subj
773	10	3	the	subj_subj	that_gap_subj
774	10	4	guard	subj_subj	that_gap_subj
775	10	5	remembered	subj_subj	that_gap_subj
776	10	6	that	subj_that	that_gap_subj
777	10	7	the	subj_embed	that_gap_subj
778	10	8	man	subj_embed	that_gap_subj
779	10	9	shot	subj_embed	that_gap_subj
780	10	10	last	filler	that_gap_subj
781	10	11	week	filler	that_gap_subj
782	10	12	worried	matrix_verb	that_gap_subj
783	10	13	the	matrix_gap	that_gap_subj
784	10	14	spy	matrix_gap	that_gap_subj
785	10	15	when	continuation	that_gap_subj
786	10	16	he	continuation	that_gap_subj
787	10	17	found	continuation	that_gap_subj
788	10	18	out	continuation	that_gap_subj
789	10	20	.	End	that_gap_subj
790	10	21	<eos>	End	that_gap_subj
791	11	0	The	intro	that_gap_subj
792	11	1	fact	intro	that_gap_subj
793	11	2	that	intro	that_gap_subj
794	11	3	the	subj_subj	that_gap_subj
795	11	4	reporter	subj_subj	that_gap_subj
796	11	5	said	subj_subj	that_gap_subj
797	11	6	that	subj_that	that_gap_subj
798	11	7	the	subj_embed	that_gap_subj
799	11	8	witness	subj_embed	that_gap_subj
800	11	9	identified	subj_embed	that_gap_subj
801	11	10	during	filler	that_gap_subj
802	11	11	the	filler	that_gap_subj
803	11	12	trial	filler	that_gap_subj
804	11	13	worried	matrix_verb	that_gap_subj
805	11	14	the	matrix_gap	that_gap_subj
806	11	15	official	matrix_gap	that_gap_subj
807	11	16	overseeing	continuation	that_gap_subj
808	11	17	the	continuation	that_gap_subj
809	11	18	case	continuation	that_gap_subj
810	11	20	.	End	that_gap_subj
811	11	21	<eos>	End	that_gap_subj
812	12	0	The	intro	that_gap_subj
813	12	1	fact	intro	that_gap_subj
814	12	2	that	intro	that_gap_subj
815	12	3	the	subj_subj	that_gap_subj
816	12	4	newspaper	subj_subj	that_gap_subj
817	12	5	stated	subj_subj	that_gap_subj
818	12	6	that	subj_that	that_gap_subj
819	12	7	the	subj_embed	that_gap_subj
820	12	8	congressman	subj_embed	that_gap_subj
821	12	9	bribed	subj_embed	that_gap_subj
822	12	10	two	filler	that_gap_subj
823	12	11	years	filler	that_gap_subj
824	12	12	ago	filler	that_gap_subj
825	12	13	surprised	matrix_verb	that_gap_subj
826	12	14	his	matrix_gap	that_gap_subj
827	12	15	daughter	matrix_gap	that_gap_subj
828	12	16	when	continuation	that_gap_subj
829	12	17	it	continuation	that_gap_subj
830	12	18	was	continuation	that_gap_subj
831	12	19	published	continuation	that_gap_subj
832	12	21	.	End	that_gap_subj
833	12	22	<eos>	End	that_gap_subj
834	13	0	The	intro	that_gap_subj
835	13	1	fact	intro	that_gap_subj
836	13	2	that	intro	that_gap_subj
837	13	3	the	subj_subj	that_gap_subj
838	13	4	article	subj_subj	that_gap_subj
839	13	5	stated	subj_subj	that_gap_subj
840	13	6	that	subj_that	that_gap_subj
841	13	7	the	subj_embed	that_gap_subj
842	13	8	author	subj_embed	that_gap_subj
843	13	9	liked	subj_embed	that_gap_subj
844	13	10	in	filler	that_gap_subj
845	13	11	his	filler	that_gap_subj
846	13	12	youth	filler	that_gap_subj
847	13	13	delighted	matrix_verb	that_gap_subj
848	13	14	the	matrix_gap	that_gap_subj
849	13	15	literary	matrix_gap	that_gap_subj
850	13	16	critics	matrix_gap	that_gap_subj
851	13	17	last	continuation	that_gap_subj
852	13	18	year	continuation	that_gap_subj
853	13	20	.	End	that_gap_subj
854	13	21	<eos>	End	that_gap_subj
855	14	0	The	intro	that_gap_subj
856	14	1	fact	intro	that_gap_subj
857	14	2	that	intro	that_gap_subj
858	14	3	the	subj_subj	that_gap_subj
859	14	4	banker	subj_subj	that_gap_subj
860	14	5	found	subj_subj	that_gap_subj
861	14	6	out	subj_subj	that_gap_subj
862	14	7	that	subj_that	that_gap_subj
863	14	8	the	subj_embed	that_gap_subj
864	14	9	senator	subj_embed	that_gap_subj
865	14	10	will	subj_embed	that_gap_subj
866	14	11	nominate	subj_embed	that_gap_subj
867	14	12	tomorrow	filler	that_gap_subj
868	14	13	surprised	matrix_verb	that_gap_subj
869	14	14	the	matrix_gap	that_gap_subj
870	14	15	stock	matrix_gap	that_gap_subj
871	14	16	trader	matrix_gap	that_gap_subj
872	14	17	when	continuation	that_gap_subj
873	14	18	he	continuation	that_gap_subj
874	14	19	found	continuation	that_gap_subj
875	14	20	out	continuation	that_gap_subj
876	14	21	about	continuation	that_gap_subj
877	14	22	it	continuation	that_gap_subj
878	14	24	.	End	that_gap_subj
879	14	25	<eos>	End	that_gap_subj
880	15	0	The	intro	that_gap_subj
881	15	1	fact	intro	that_gap_subj
882	15	2	that	intro	that_gap_subj
883	15	3	the	subj_subj	that_gap_subj
884	15	4	social	subj_subj	that_gap_subj
885	15	5	worker	subj_subj	that_gap_subj
886	15	6	forgot	subj_subj	that_gap_subj
887	15	7	that	subj_that	that_gap_subj
888	15	8	her	subj_embed	that_gap_subj
889	15	9	client	subj_embed	that_gap_subj
890	15	10	does	subj_embed	that_gap_subj
891	15	11	not	subj_embed	that_gap_subj
892	15	12	like	subj_embed	that_gap_subj
893	15	13	with	filler	that_gap_subj
894	15	14	great	filler	that_gap_subj
895	15	15	passion	filler	that_gap_subj
896	15	16	delighted	matrix_verb	that_gap_subj
897	15	17	her	matrix_gap	that_gap_subj
898	15	18	friends	matrix_gap	that_gap_subj
899	15	19	last	continuation	that_gap_subj
900	15	20	week	continuation	that_gap_subj
901	15	22	.	End	that_gap_subj
902	15	23	<eos>	End	that_gap_subj
903	16	0	The	intro	that_gap_subj
904	16	1	fact	intro	that_gap_subj
905	16	2	that	intro	that_gap_subj
906	16	3	the	subj_subj	that_gap_subj
907	16	4	librarian	subj_subj	that_gap_subj
908	16	5	indicated	subj_subj	that_gap_subj
909	16	6	that	subj_that	that_gap_subj
910	16	7	her	subj_embed	that_gap_subj
911	16	8	colleague	subj_embed	that_gap_subj
912	16	9	recommended	subj_embed	that_gap_subj
913	16	10	to	filler	that_gap_subj
914	16	11	the	filler	that_gap_subj
915	16	12	board	filler	that_gap_subj
916	16	13	worried	matrix_verb	that_gap_subj
917	16	14	the	matrix_gap	that_gap_subj
918	16	15	town	matrix_gap	that_gap_subj
919	16	16	clerk	matrix_gap	that_gap_subj
920	16	17	last	continuation	that_gap_subj
921	16	18	month	continuation	that_gap_subj
922	16	20	.	End	that_gap_subj
923	16	21	<eos>	End	that_gap_subj
924	17	0	The	intro	that_gap_subj
925	17	1	fact	intro	that_gap_subj
926	17	2	that	intro	that_gap_subj
927	17	3	the	subj_subj	that_gap_subj
928	17	4	soldier	subj_subj	that_gap_subj
929	17	5	recalled	subj_subj	that_gap_subj
930	17	6	that	subj_that	that_gap_subj
931	17	7	the	subj_embed	that_gap_subj
932	17	8	sergeant	subj_embed	that_gap_subj
933	17	9	talked	subj_embed	that_gap_subj
934	17	10	with	subj_embed	that_gap_subj
935	17	11	during	filler	that_gap_subj
936	17	12	training	filler	that_gap_subj
937	17	13	annoyed	matrix_verb	that_gap_subj
938	17	14	the	matrix_gap	that_gap_subj
939	17	15	captain	matrix_gap	that_gap_subj
940	17	16	yesterday	continuation	that_gap_subj
941	17	17	night	continuation	that_gap_subj
942	17	19	.	End	that_gap_subj
943	17	20	<eos>	End	that_gap_subj
944	18	0	The	intro	that_gap_subj
945	18	1	fact	intro	that_gap_subj
946	18	2	that	intro	that_gap_subj
947	18	3	our	subj_subj	that_gap_subj
948	18	4	father	subj_subj	that_gap_subj
949	18	5	knew	subj_subj	that_gap_subj
950	18	6	that	subj_that	that_gap_subj
951	18	7	my	subj_embed	that_gap_subj
952	18	8	brother	subj_embed	that_gap_subj
953	18	9	would	subj_embed	that_gap_subj
954	18	10	marry	subj_embed	that_gap_subj
955	18	11	two	filler	that_gap_subj
956	18	12	years	filler	that_gap_subj
957	18	13	ago	filler	that_gap_subj
958	18	14	worried	matrix_verb	that_gap_subj
959	18	15	his	matrix_gap	that_gap_subj
960	18	16	relatives	matrix_gap	that_gap_subj
961	18	17	when	continuation	that_gap_subj
962	18	18	they	continuation	that_gap_subj
963	18	19	found	continuation	that_gap_subj
964	18	20	out	continuation	that_gap_subj
965	18	22	.	End	that_gap_subj
966	18	23	<eos>	End	that_gap_subj
967	19	0	The	intro	that_gap_subj
968	19	1	fact	intro	that_gap_subj
969	19	2	that	intro	that_gap_subj
970	19	3	we	subj_subj	that_gap_subj
971	19	4	confirmed	subj_subj	that_gap_subj
972	19	5	that	subj_that	that_gap_subj
973	19	6	our	subj_embed	that_gap_subj
974	19	7	friend	subj_embed	that_gap_subj
975	19	8	does	subj_embed	that_gap_subj
976	19	9	not	subj_embed	that_gap_subj
977	19	10	like	subj_embed	that_gap_subj
978	19	11	greatly	filler	that_gap_subj
979	19	12	surprised	matrix_verb	that_gap_subj
980	19	13	my	matrix_gap	that_gap_subj
981	19	14	mother	matrix_gap	that_gap_subj
982	19	15	many	continuation	that_gap_subj
983	19	16	years	continuation	that_gap_subj
984	19	17	ago	continuation	that_gap_subj
985	19	19	.	End	that_gap_subj
986	19	20	<eos>	End	that_gap_subj
987	20	0	The	intro	that_gap_subj
988	20	1	fact	intro	that_gap_subj
989	20	2	that	intro	that_gap_subj
990	20	3	the	subj_subj	that_gap_subj
991	20	4	detective	subj_subj	that_gap_subj
992	20	5	remembered	subj_subj	that_gap_subj
993	20	6	that	subj_that	that_gap_subj
994	20	7	the	subj_embed	that_gap_subj
995	20	8	suspect	subj_embed	that_gap_subj
996	20	9	followed	subj_embed	that_gap_subj
997	20	10	around	filler	that_gap_subj
998	20	11	town	filler	that_gap_subj
999	20	12	surprised	matrix_verb	that_gap_subj
1000	20	13	his	matrix_gap	that_gap_subj
1001	20	14	assistant	matrix_gap	that_gap_subj
1002	20	15	when	continuation	that_gap_subj
1003	20	16	she	continuation	that_gap_subj
1004	20	17	found	continuation	that_gap_subj
1005	20	18	out	continuation	that_gap_subj
1006	20	20	.	End	that_gap_subj
1007	20	21	<eos>	End	that_gap_subj
1008	21	0	The	intro	that_gap_subj
1009	21	1	fact	intro	that_gap_subj
1010	21	2	that	intro	that_gap_subj
1011	21	3	the	subj_subj	that_gap_subj
1012	21	4	man	subj_subj	that_gap_subj
1013	21	5	said	subj_subj	that_gap_subj
1014	21	6	that	subj_that	that_gap_subj
1015	21	7	the	subj_embed	that_gap_subj
1016	21	8	old	subj_embed	that_gap_subj
1017	21	9	woman	subj_embed	that_gap_subj
1018	21	10	hit	subj_embed	that_gap_subj
1019	21	11	during	filler	that_gap_subj
1020	21	12	Sunday	filler	that_gap_subj
1021	21	13	school	filler	that_gap_subj
1022	21	14	annoyed	matrix_verb	that_gap_subj
1023	21	15	the	matrix_gap	that_gap_subj
1024	21	16	people	matrix_gap	that_gap_subj
1025	21	17	yesterday	continuation	that_gap_subj
1026	21	18	evening	continuation	that_gap_subj
1027	21	20	.	End	that_gap_subj
1028	21	21	<eos>	End	that_gap_subj
1029	22	0	The	intro	that_gap_subj
1030	22	1	fact	intro	that_gap_subj
1031	22	2	that	intro	that_gap_subj
1032	22	3	my	subj_subj	that_gap_subj
1033	22	4	friend	subj_subj	that_gap_subj
1034	22	5	remembered	subj_subj	that_gap_subj
1035	22	6	that	subj_that	that_gap_subj
1036	22	7	the	subj_embed	that_gap_subj
1037	22	8	policeman	subj_embed	that_gap_subj
1038	22	9	saved	subj_embed	that_gap_subj
1039	22	10	during	filler	that_gap_subj
1040	22	11	the	filler	that_gap_subj
1041	22	12	flood	filler	that_gap_subj
1042	22	13	reassured	matrix_verb	that_gap_subj
1043	22	14	his	matrix_gap	that_gap_subj
1044	22	15	teacher	matrix_gap	that_gap_subj
1045	22	16	last	continuation	that_gap_subj
1046	22	17	weekend	continuation	that_gap_subj
1047	22	19	.	End	that_gap_subj
1048	22	20	<eos>	End	that_gap_subj
1049	23	0	The	intro	that_gap_subj
1050	23	1	fact	intro	that_gap_subj
1051	23	2	that	intro	that_gap_subj
1052	23	3	the	subj_subj	that_gap_subj
1053	23	4	doctor	subj_subj	that_gap_subj
1054	23	5	recalled	subj_subj	that_gap_subj
1055	23	6	that	subj_that	that_gap_subj
1056	23	7	the	subj_embed	that_gap_subj
1057	23	8	patient	subj_embed	that_gap_subj
1058	23	9	likes	subj_embed	that_gap_subj
1059	23	10	very	filler	that_gap_subj
1060	23	11	much	filler	that_gap_subj
1061	23	12	delighted	matrix_verb	that_gap_subj
1062	23	13	his	matrix_gap	that_gap_subj
1063	23	14	parents	matrix_gap	that_gap_subj
1064	23	15	at	continuation	that_gap_subj
1065	23	16	the	continuation	that_gap_subj
1066	23	17	hospital	continuation	that_gap_subj
1067	23	19	.	End	that_gap_subj
1068	23	20	<eos>	End	that_gap_subj
1069	0	0	The	intro	what_no-gap_subj
1070	0	1	fact	intro	what_no-gap_subj
1071	0	2	that	intro	what_no-gap_subj
1072	0	3	my	subj_subj	what_no-gap_subj
1073	0	4	brother	subj_subj	what_no-gap_subj
1074	0	5	said	subj_subj	what_no-gap_subj
1075	0	6	who	subj_wh	what_no-gap_subj
1076	0	7	his	subj_embed	what_no-gap_subj
1077	0	8	friend	subj_embed	what_no-gap_subj
1078	0	9	trusted	subj_embed	what_no-gap_subj
1079	0	10	our	subject_gap	what_no-gap_subj
1080	0	11	aunt	subject_gap	what_no-gap_subj
1081	0	12	at	filler	what_no-gap_subj
1082	0	13	the	filler	what_no-gap_subj
1083	0	14	party	filler	what_no-gap_subj
1084	0	15	surprised	matrix_verb	what_no-gap_subj
1085	0	16	my	matrix_gap	what_no-gap_subj
1086	0	17	daughter	matrix_gap	what_no-gap_subj
1087	0	18	yesterday	continuation	what_no-gap_subj
1088	0	19	afternoon	continuation	what_no-gap_subj
1089	0	21	.	End	what_no-gap_subj
1090	0	22	<eos>	End	what_no-gap_subj
1091	1	0	The	intro	what_no-gap_subj
1092	1	1	fact	intro	what_no-gap_subj
1093	1	2	that	intro	what_no-gap_subj
1094	1	3	the	subj_subj	what_no-gap_subj
1095	1	4	policeman	subj_subj	what_no-gap_subj
1096	1	5	knows	subj_subj	what_no-gap_subj
1097	1	6	who	subj_wh	what_no-gap_subj
1098	1	7	the	subj_embed	what_no-gap_subj
1099	1	8	criminal	subj_embed	what_no-gap_subj
1100	1	9	shot	subj_embed	what_no-gap_subj
1101	1	10	the	subject_gap	what_no-gap_subj
1102	1	11	old	subject_gap	what_no-gap_subj
1103	1	12	widow	subject_gap	what_no-gap_subj
1104	1	13	with	filler	what_no-gap_subj
1105	1	14	a	filler	what_no-gap_subj
1106	1	15	gun	filler	what_no-gap_subj
1107	1	16	reassured	matrix_verb	what_no-gap_subj
1108	1	17	the	matrix_gap	what_no-gap_subj
1109	1	18	mayor	matrix_gap	what_no-gap_subj
1110	1	19	last	continuation	what_no-gap_subj
1111	1	20	year	continuation	what_no-gap_subj
1112	1	22	.	End	what_no-gap_subj
1113	1	23	<eos>	End	what_no-gap_subj
1114	2	0	The	intro	what_no-gap_subj
1115	2	1	fact	intro	what_no-gap_subj
1116	2	2	that	intro	what_no-gap_subj
1117	2	3	the	subj_subj	what_no-gap_subj
1118	2	4	guard	subj_subj	what_no-gap_subj
1119	2	5	said	subj_subj	what_no-gap_subj
1120	2	6	who	subj_wh	what_no-gap_subj
1121	2	7	the	subj_embed	what_no-gap_subj
1122	2	8	prisoner	subj_embed	what_no-gap_subj
1123	2	9	kicked	subj_embed	what_no-gap_subj
1124	2	10	his	subject_gap	what_no-gap_subj
1125	2	11	enemy	subject_gap	what_no-gap_subj
1126	2	12	during	filler	what_no-gap_subj
1127	2	13	breakfast	filler	what_no-gap_subj
1128	2	14	surprised	matrix_verb	what_no-gap_subj
1129	2	15	the	matrix_gap	what_no-gap_subj
1130	2	16	guard	matrix_gap	what_no-gap_subj
1131	2	17	last	continuation	what_no-gap_subj
1132	2	18	week	continuation	what_no-gap_subj
1133	2	20	.	End	what_no-gap_subj
1134	2	21	<eos>	End	what_no-gap_subj
1135	3	0	The	intro	what_no-gap_subj
1136	3	1	fact	intro	what_no-gap_subj
1137	3	2	that	intro	what_no-gap_subj
1138	3	3	the	subj_subj	what_no-gap_subj
1139	3	4	real	subj_subj	what_no-gap_subj
1140	3	5	estate	subj_subj	what_no-gap_subj
1141	3	6	agent	subj_subj	what_no-gap_subj
1142	3	7	remembered	subj_subj	what_no-gap_subj
1143	3	8	who	subj_wh	what_no-gap_subj
1144	3	9	the	subj_embed	what_no-gap_subj
1145	3	10	old	subj_embed	what_no-gap_subj
1146	3	11	couple	subj_embed	what_no-gap_subj
1147	3	12	met	subj_embed	what_no-gap_subj
1148	3	13	their	subject_gap	what_no-gap_subj
1149	3	14	friends	subject_gap	what_no-gap_subj
1150	3	15	at	filler	what_no-gap_subj
1151	3	16	the	filler	what_no-gap_subj
1152	3	17	club	filler	what_no-gap_subj
1153	3	18	shocked	matrix_verb	what_no-gap_subj
1154	3	19	his	matrix_gap	what_no-gap_subj
1155	3	20	friends	matrix_gap	what_no-gap_subj
1156	3	21	over	continuation	what_no-gap_subj
1157	3	22	the	continuation	what_no-gap_subj
1158	3	23	weekend	continuation	what_no-gap_subj
1159	3	25	.	End	what_no-gap_subj
1160	3	26	<eos>	End	what_no-gap_subj
1161	4	0	The	intro	what_no-gap_subj
1162	4	1	fact	intro	what_no-gap_subj
1163	4	2	that	intro	what_no-gap_subj
1164	4	3	the	subj_subj	what_no-gap_subj
1165	4	4	journalist	subj_subj	what_no-gap_subj
1166	4	5	stated	subj_subj	what_no-gap_subj
1167	4	6	who	subj_wh	what_no-gap_subj
1168	4	7	the	subj_embed	what_no-gap_subj
1169	4	8	president	subj_embed	what_no-gap_subj
1170	4	9	fired	subj_embed	what_no-gap_subj
1171	4	10	his	subject_gap	what_no-gap_subj
1172	4	11	secretary	subject_gap	what_no-gap_subj
1173	4	12	without	filler	what_no-gap_subj
1174	4	13	warning	filler	what_no-gap_subj
1175	4	14	surprised	matrix_verb	what_no-gap_subj
1176	4	15	the	matrix_gap	what_no-gap_subj
1177	4	16	editor	matrix_gap	what_no-gap_subj
1178	4	17	when	continuation	what_no-gap_subj
1179	4	18	the	continuation	what_no-gap_subj
1180	4	19	article	continuation	what_no-gap_subj
1181	4	20	was	continuation	what_no-gap_subj
1182	4	21	published	continuation	what_no-gap_subj
1183	4	23	.	End	what_no-gap_subj
1184	4	24	<eos>	End	what_no-gap_subj
1185	5	0	The	intro	what_no-gap_subj
1186	5	1	fact	intro	what_no-gap_subj
1187	5	2	that	intro	what_no-gap_subj
1188	5	3	our	subj_subj	what_no-gap_subj
1189	5	4	mother	subj_subj	what_no-gap_subj
1190	5	5	does	subj_subj	what_no-gap_subj
1191	5	6	not	subj_subj	what_no-gap_subj
1192	5	7	know	subj_subj	what_no-gap_subj
1193	5	8	who	subj_wh	what_no-gap_subj
1194	5	9	her	subj_embed	what_no-gap_subj
1195	5	10	friend	subj_embed	what_no-gap_subj
1196	5	11	trusts	subj_embed	what_no-gap_subj
1197	5	12	her	subject_gap	what_no-gap_subj
1198	5	13	sister	subject_gap	what_no-gap_subj
1199	5	14	with	filler	what_no-gap_subj
1200	5	15	her	filler	what_no-gap_subj
1201	5	16	will	filler	what_no-gap_subj
1202	5	17	surprised	matrix_verb	what_no-gap_subj
1203	5	18	us	matrix_gap	what_no-gap_subj
1204	5	19	when	continuation	what_no-gap_subj
1205	5	20	they	continuation	what_no-gap_subj
1206	5	21	found	continuation	what_no-gap_subj
1207	5	22	out	continuation	what_no-gap_subj
1208	5	24	.	End	what_no-gap_subj
1209	5	25	<eos>	End	what_no-gap_subj
1210	6	0	The	intro	what_no-gap_subj
1211	6	1	fact	intro	what_no-gap_subj
1212	6	2	that	intro	what_no-gap_subj
1213	6	3	the	subj_subj	what_no-gap_subj
1214	6	4	lawyers	subj_subj	what_no-gap_subj
1215	6	5	acknowledged	subj_subj	what_no-gap_subj
1216	6	6	who	subj_wh	what_no-gap_subj
1217	6	7	their	subj_embed	what_no-gap_subj
1218	6	8	client	subj_embed	what_no-gap_subj
1219	6	9	represented	subj_embed	what_no-gap_subj
1220	6	10	the	subject_gap	what_no-gap_subj
1221	6	11	businessman	subject_gap	what_no-gap_subj
1222	6	12	without	filler	what_no-gap_subj
1223	6	13	difficulty	filler	what_no-gap_subj
1224	6	14	worried	matrix_verb	what_no-gap_subj
