	sent_index	word_index	word	region	condition
1657	10	18	.	End	that_no-gap_goal_no-emb
1658	10	19	<eos>	End	that_no-gap_goal_no-emb
1659	11	0	I	prefix	that_no-gap_goal_no-emb
1660	11	1	realized	prefix	that_no-gap_goal_no-emb
1661	11	2	that	that	that_no-gap_goal_no-emb
1662	11	3	the	subj	that_no-gap_goal_no-emb
1663	11	4	foreign	subj	that_no-gap_goal_no-emb
1664	11	5	visitor	subj	that_no-gap_goal_no-emb
1665	11	6	told	verb	that_no-gap_goal_no-emb
1666	11	7	a	object	that_no-gap_goal_no-emb
1667	11	8	joke	object	that_no-gap_goal_no-emb
1668	11	9	to	to	that_no-gap_goal_no-emb
1669	11	10	the	goal	that_no-gap_goal_no-emb
1670	11	11	guests	goal	that_no-gap_goal_no-emb
1671	11	12	over	temporal_modifier	that_no-gap_goal_no-emb
1672	11	13	dinner	temporal_modifier	that_no-gap_goal_no-emb
1673	11	15	.	End	that_no-gap_goal_no-emb
1674	11	16	<eos>	End	that_no-gap_goal_no-emb
1675	12	0	The	prefix	that_no-gap_goal_no-emb
1676	12	1	novel	prefix	that_no-gap_goal_no-emb
1677	12	2	revealed	prefix	that_no-gap_goal_no-emb
1678	12	3	that	that	that_no-gap_goal_no-emb
1679	12	4	the	subj	that_no-gap_goal_no-emb
1680	12	5	suffering	subj	that_no-gap_goal_no-emb
1681	12	6	artist	subj	that_no-gap_goal_no-emb
1682	12	7	created	verb	that_no-gap_goal_no-emb
1683	12	8	a	object	that_no-gap_goal_no-emb
1684	12	9	painting	object	that_no-gap_goal_no-emb
1685	12	10	about	to	that_no-gap_goal_no-emb
1686	12	11	tragic	goal	that_no-gap_goal_no-emb
1687	12	12	love	goal	that_no-gap_goal_no-emb
1688	12	13	last	temporal_modifier	that_no-gap_goal_no-emb
1689	12	14	winter	temporal_modifier	that_no-gap_goal_no-emb
1690	12	16	.	End	that_no-gap_goal_no-emb
1691	12	17	<eos>	End	that_no-gap_goal_no-emb
1692	13	0	We	prefix	that_no-gap_goal_no-emb
1693	13	1	all	prefix	that_no-gap_goal_no-emb
1694	13	2	know	prefix	that_no-gap_goal_no-emb
1695	13	3	that	that	that_no-gap_goal_no-emb
1696	13	4	the	subj	that_no-gap_goal_no-emb
1697	13	5	young	subj	that_no-gap_goal_no-emb
1698	13	6	politician	subj	that_no-gap_goal_no-emb
1699	13	7	said	verb	that_no-gap_goal_no-emb
1700	13	8	a	object	that_no-gap_goal_no-emb
1701	13	9	few	object	that_no-gap_goal_no-emb
1702	13	10	remarks	object	that_no-gap_goal_no-emb
1703	13	11	about	to	that_no-gap_goal_no-emb
1704	13	12	immigration	goal	that_no-gap_goal_no-emb
1705	13	13	a	temporal_modifier	that_no-gap_goal_no-emb
1706	13	14	week	temporal_modifier	that_no-gap_goal_no-emb
1707	13	15	before	temporal_modifier	that_no-gap_goal_no-emb
1708	13	16	the	temporal_modifier	that_no-gap_goal_no-emb
1709	13	17	voting	temporal_modifier	that_no-gap_goal_no-emb
1710	13	19	.	End	that_no-gap_goal_no-emb
1711	13	20	<eos>	End	that_no-gap_goal_no-emb
1712	14	0	I	prefix	that_no-gap_goal_no-emb
1713	14	1	know	prefix	that_no-gap_goal_no-emb
1714	14	2	that	that	that_no-gap_goal_no-emb
1715	14	3	the	subj	that_no-gap_goal_no-emb
1716	14	4	young	subj	that_no-gap_goal_no-emb
1717	14	5	professional	subj	that_no-gap_goal_no-emb
1718	14	6	assembled	verb	that_no-gap_goal_no-emb
1719	14	7	a	object	that_no-gap_goal_no-emb
1720	14	8	fancy	object	that_no-gap_goal_no-emb
1721	14	9	meal	object	that_no-gap_goal_no-emb
1722	14	10	for	to	that_no-gap_goal_no-emb
1723	14	11	his	goal	that_no-gap_goal_no-emb
1724	14	12	parents	goal	that_no-gap_goal_no-emb
1725	14	13	last	temporal_modifier	that_no-gap_goal_no-emb
1726	14	14	night	temporal_modifier	that_no-gap_goal_no-emb
1727	14	16	.	End	that_no-gap_goal_no-emb
1728	14	17	<eos>	End	that_no-gap_goal_no-emb
1729	15	0	My	prefix	that_no-gap_goal_no-emb
1730	15	1	friends	prefix	that_no-gap_goal_no-emb
1731	15	2	all	prefix	that_no-gap_goal_no-emb
1732	15	3	know	prefix	that_no-gap_goal_no-emb
1733	15	4	that	that	that_no-gap_goal_no-emb
1734	15	5	the	subj	that_no-gap_goal_no-emb
1735	15	6	businessman	subj	that_no-gap_goal_no-emb
1736	15	7	left	verb	that_no-gap_goal_no-emb
1737	15	8	her	object	that_no-gap_goal_no-emb
1738	15	9	computer	object	that_no-gap_goal_no-emb
1739	15	10	in	to	that_no-gap_goal_no-emb
1740	15	11	the	goal	that_no-gap_goal_no-emb
1741	15	12	office	goal	that_no-gap_goal_no-emb
1742	15	13	this	temporal_modifier	that_no-gap_goal_no-emb
1743	15	14	afternoon	temporal_modifier	that_no-gap_goal_no-emb
1744	15	16	.	End	that_no-gap_goal_no-emb
1745	15	17	<eos>	End	that_no-gap_goal_no-emb
1746	16	0	The	prefix	that_no-gap_goal_no-emb
1747	16	1	visitor	prefix	that_no-gap_goal_no-emb
1748	16	2	said	prefix	that_no-gap_goal_no-emb
1749	16	3	that	that	that_no-gap_goal_no-emb
1750	16	4	the	subj	that_no-gap_goal_no-emb
1751	16	5	elderly	subj	that_no-gap_goal_no-emb
1752	16	6	lady	subj	that_no-gap_goal_no-emb
1753	16	7	described	verb	that_no-gap_goal_no-emb
1754	16	8	her	object	that_no-gap_goal_no-emb
1755	16	9	morning	object	that_no-gap_goal_no-emb
1756	16	10	routine	object	that_no-gap_goal_no-emb
1757	16	11	to	to	that_no-gap_goal_no-emb
1758	16	12	her	goal	that_no-gap_goal_no-emb
1759	16	13	friends	goal	that_no-gap_goal_no-emb
1760	16	14	during	temporal_modifier	that_no-gap_goal_no-emb
1761	16	15	the	temporal_modifier	that_no-gap_goal_no-emb
1762	16	16	card	temporal_modifier	that_no-gap_goal_no-emb
1763	16	17	game	temporal_modifier	that_no-gap_goal_no-emb
1764	16	19	.	End	that_no-gap_goal_no-emb
1765	16	20	<eos>	End	that_no-gap_goal_no-emb
1766	17	0	I	prefix	that_no-gap_goal_no-emb
1767	17	1	know	prefix	that_no-gap_goal_no-emb
1768	17	2	that	that	that_no-gap_goal_no-emb
1769	17	3	the	subj	that_no-gap_goal_no-emb
1770	17	4	single	subj	that_no-gap_goal_no-emb
1771	17	5	mother	subj	that_no-gap_goal_no-emb
1772	17	6	called	verb	that_no-gap_goal_no-emb
1773	17	7	her	object	that_no-gap_goal_no-emb
1774	17	8	father	object	that_no-gap_goal_no-emb
1775	17	9	for	to	that_no-gap_goal_no-emb
1776	17	10	advice	goal	that_no-gap_goal_no-emb
1777	17	11	late	temporal_modifier	that_no-gap_goal_no-emb
1778	17	12	at	temporal_modifier	that_no-gap_goal_no-emb
1779	17	13	night	temporal_modifier	that_no-gap_goal_no-emb
1780	17	15	.	End	that_no-gap_goal_no-emb
1781	17	16	<eos>	End	that_no-gap_goal_no-emb
1782	18	0	The	prefix	that_no-gap_goal_no-emb
1783	18	1	colleagues	prefix	that_no-gap_goal_no-emb
1784	18	2	realized	prefix	that_no-gap_goal_no-emb
1785	18	3	that	that	that_no-gap_goal_no-emb
1786	18	4	the	subj	that_no-gap_goal_no-emb
1787	18	5	human	subj	that_no-gap_goal_no-emb
1788	18	6	resources	subj	that_no-gap_goal_no-emb
1789	18	7	officer	subj	that_no-gap_goal_no-emb
1790	18	8	found	verb	that_no-gap_goal_no-emb
1791	18	9	a	object	that_no-gap_goal_no-emb
1792	18	10	spare	object	that_no-gap_goal_no-emb
1793	18	11	computer	object	that_no-gap_goal_no-emb
1794	18	12	cord	object	that_no-gap_goal_no-emb
1795	18	13	for	to	that_no-gap_goal_no-emb
1796	18	14	the	goal	that_no-gap_goal_no-emb
1797	18	15	intern	goal	that_no-gap_goal_no-emb
1798	18	16	yesterday	temporal_modifier	that_no-gap_goal_no-emb
1799	18	18	.	End	that_no-gap_goal_no-emb
1800	18	19	<eos>	End	that_no-gap_goal_no-emb
1801	19	0	She	prefix	that_no-gap_goal_no-emb
1802	19	1	said	prefix	that_no-gap_goal_no-emb
1803	19	2	that	that	that_no-gap_goal_no-emb
1804	19	3	the	subj	that_no-gap_goal_no-emb
1805	19	4	five	subj	that_no-gap_goal_no-emb
1806	19	5	star	subj	that_no-gap_goal_no-emb
1807	19	6	general	subj	that_no-gap_goal_no-emb
1808	19	7	awarded	verb	that_no-gap_goal_no-emb
1809	19	8	a	object	that_no-gap_goal_no-emb
1810	19	9	medal	object	that_no-gap_goal_no-emb
1811	19	10	to	to	that_no-gap_goal_no-emb
1812	19	11	the	goal	that_no-gap_goal_no-emb
1813	19	12	fighter	goal	that_no-gap_goal_no-emb
1814	19	13	pilot	goal	that_no-gap_goal_no-emb
1815	19	14	over	temporal_modifier	that_no-gap_goal_no-emb
1816	19	15	the	temporal_modifier	that_no-gap_goal_no-emb
1817	19	16	weekend	temporal_modifier	that_no-gap_goal_no-emb
1818	19	18	.	End	that_no-gap_goal_no-emb
1819	19	19	<eos>	End	that_no-gap_goal_no-emb
1820	20	0	We	prefix	that_no-gap_goal_no-emb
1821	20	1	all	prefix	that_no-gap_goal_no-emb
1822	20	2	know	prefix	that_no-gap_goal_no-emb
1823	20	3	that	that	that_no-gap_goal_no-emb
1824	20	4	the	subj	that_no-gap_goal_no-emb
1825	20	5	journalist	subj	that_no-gap_goal_no-emb
1826	20	6	put	verb	that_no-gap_goal_no-emb
1827	20	7	his	object	that_no-gap_goal_no-emb
1828	20	8	tape	object	that_no-gap_goal_no-emb
1829	20	9	recorder	object	that_no-gap_goal_no-emb
1830	20	10	on	to	that_no-gap_goal_no-emb
1831	20	11	top	to	that_no-gap_goal_no-emb
1832	20	12	of	to	that_no-gap_goal_no-emb
1833	20	13	the	goal	that_no-gap_goal_no-emb
1834	20	14	table	goal	that_no-gap_goal_no-emb
1835	20	15	during	temporal_modifier	that_no-gap_goal_no-emb
1836	20	16	the	temporal_modifier	that_no-gap_goal_no-emb
1837	20	17	press	temporal_modifier	that_no-gap_goal_no-emb
1838	20	18	conference	temporal_modifier	that_no-gap_goal_no-emb
1839	20	20	.	End	that_no-gap_goal_no-emb
1840	20	21	<eos>	End	that_no-gap_goal_no-emb
1841	0	0	I	prefix	that_gap_goal_no-emb
1842	0	1	know	prefix	that_gap_goal_no-emb
1843	0	2	that	that	that_gap_goal_no-emb
1844	0	3	your	subj	that_gap_goal_no-emb
1845	0	4	friend	subj	that_gap_goal_no-emb
1846	0	5	gave	verb	that_gap_goal_no-emb
1847	0	6	a	object	that_gap_goal_no-emb
1848	0	7	gift	object	that_gap_goal_no-emb
1849	0	8	to	to	that_gap_goal_no-emb
1850	0	9	last	temporal_modifier	that_gap_goal_no-emb
1851	0	10	weekend	temporal_modifier	that_gap_goal_no-emb
1852	0	12	.	End	that_gap_goal_no-emb
1853	0	13	<eos>	End	that_gap_goal_no-emb
1854	1	0	The	prefix	that_gap_goal_no-emb
1855	1	1	accountant	prefix	that_gap_goal_no-emb
1856	1	2	wondered	prefix	that_gap_goal_no-emb
1857	1	3	that	that	that_gap_goal_no-emb
1858	1	4	the	subj	that_gap_goal_no-emb
1859	1	5	secretary	subj	that_gap_goal_no-emb
1860	1	6	introduced	verb	that_gap_goal_no-emb
1861	1	7	the	object	that_gap_goal_no-emb
1862	1	8	young	object	that_gap_goal_no-emb
1863	1	9	man	object	that_gap_goal_no-emb
1864	1	10	to	to	that_gap_goal_no-emb
1865	1	11	last	temporal_modifier	that_gap_goal_no-emb
1866	1	12	night	temporal_modifier	that_gap_goal_no-emb
1867	1	14	.	End	that_gap_goal_no-emb
1868	1	15	<eos>	End	that_gap_goal_no-emb
1869	2	0	The	prefix	that_gap_goal_no-emb
1870	2	1	assistant	prefix	that_gap_goal_no-emb
1871	2	2	told	prefix	that_gap_goal_no-emb
1872	2	3	me	prefix	that_gap_goal_no-emb
1873	2	4	that	that	that_gap_goal_no-emb
1874	2	5	the	subj	that_gap_goal_no-emb
1875	2	6	pilot	subj	that_gap_goal_no-emb
1876	2	7	sent	verb	that_gap_goal_no-emb
1877	2	8	a	object	that_gap_goal_no-emb
1878	2	9	present	object	that_gap_goal_no-emb
1879	2	10	to	to	that_gap_goal_no-emb
1880	2	11	when	temporal_modifier	that_gap_goal_no-emb
1881	2	12	we	temporal_modifier	that_gap_goal_no-emb
1882	2	13	landed	temporal_modifier	that_gap_goal_no-emb
1883	2	15	.	End	that_gap_goal_no-emb
1884	2	16	<eos>	End	that_gap_goal_no-emb
1885	3	0	We	prefix	that_gap_goal_no-emb
1886	3	1	discovered	prefix	that_gap_goal_no-emb
1887	3	2	that	that	that_gap_goal_no-emb
1888	3	3	the	subj	that_gap_goal_no-emb
1889	3	4	witty	subj	that_gap_goal_no-emb
1890	3	5	actor	subj	that_gap_goal_no-emb
1891	3	6	told	verb	that_gap_goal_no-emb
1892	3	7	an	object	that_gap_goal_no-emb
1893	3	8	embarrassing	object	that_gap_goal_no-emb
1894	3	9	story	object	that_gap_goal_no-emb
1895	3	10	about	to	that_gap_goal_no-emb
1896	3	11	during	temporal_modifier	that_gap_goal_no-emb
1897	3	12	the	temporal_modifier	that_gap_goal_no-emb
1898	3	13	party	temporal_modifier	that_gap_goal_no-emb
1899	3	15	.	End	that_gap_goal_no-emb
1900	3	16	<eos>	End	that_gap_goal_no-emb
1901	4	0	The	prefix	that_gap_goal_no-emb
1902	4	1	neighbors	prefix	that_gap_goal_no-emb
1903	4	2	found	prefix	that_gap_goal_no-emb
1904	4	3	out	prefix	that_gap_goal_no-emb
1905	4	4	that	that	that_gap_goal_no-emb
1906	4	5	the	subj	that_gap_goal_no-emb
1907	4	6	young	subj	that_gap_goal_no-emb
1908	4	7	woman	subj	that_gap_goal_no-emb
1909	4	8	bought	verb	that_gap_goal_no-emb
1910	4	9	some	object	that_gap_goal_no-emb
1911	4	10	flowers	object	that_gap_goal_no-emb
1912	4	11	for	to	that_gap_goal_no-emb
1913	4	12	in	temporal_modifier	that_gap_goal_no-emb
1914	4	13	a	temporal_modifier	that_gap_goal_no-emb
1915	4	14	rush	temporal_modifier	that_gap_goal_no-emb
1916	4	16	.	End	that_gap_goal_no-emb
1917	4	17	<eos>	End	that_gap_goal_no-emb
1918	5	0	My	prefix	that_gap_goal_no-emb
1919	5	1	friend	prefix	that_gap_goal_no-emb
1920	5	2	knows	prefix	that_gap_goal_no-emb
1921	5	3	that	that	that_gap_goal_no-emb
1922	5	4	the	subj	that_gap_goal_no-emb
1923	5	5	successful	subj	that_gap_goal_no-emb
1924	5	6	architect	subj	that_gap_goal_no-emb
1925	5	7	built	verb	that_gap_goal_no-emb
1926	5	8	a	object	that_gap_goal_no-emb
1927	5	9	house	object	that_gap_goal_no-emb
1928	5	10	for	to	that_gap_goal_no-emb
1929	5	11	last	temporal_modifier	that_gap_goal_no-emb
1930	5	12	year	temporal_modifier	that_gap_goal_no-emb
1931	5	14	.	End	that_gap_goal_no-emb
1932	5	15	<eos>	End	that_gap_goal_no-emb
1933	6	0	The	prefix	that_gap_goal_no-emb
1934	6	1	commissioner	prefix	that_gap_goal_no-emb
1935	6	2	discovered	prefix	that_gap_goal_no-emb
1936	6	3	that	that	that_gap_goal_no-emb
1937	6	4	the	subj	that_gap_goal_no-emb
1938	6	5	police	subj	that_gap_goal_no-emb
1939	6	6	detective	subj	that_gap_goal_no-emb
1940	6	7	handed	verb	that_gap_goal_no-emb
1941	6	8	a	object	that_gap_goal_no-emb
1942	6	9	wad	object	that_gap_goal_no-emb
1943	6	10	of	object	that_gap_goal_no-emb
1944	6	11	cash	object	that_gap_goal_no-emb
1945	6	12	to	to	that_gap_goal_no-emb
1946	6	13	just	temporal_modifier	that_gap_goal_no-emb
1947	6	14	a	temporal_modifier	that_gap_goal_no-emb
1948	6	15	few	temporal_modifier	that_gap_goal_no-emb
1949	6	16	minutes	temporal_modifier	that_gap_goal_no-emb
1950	6	17	ago	temporal_modifier	that_gap_goal_no-emb
1951	6	19	.	End	that_gap_goal_no-emb
1952	6	20	<eos>	End	that_gap_goal_no-emb
1953	7	0	We	prefix	that_gap_goal_no-emb
1954	7	1	all	prefix	that_gap_goal_no-emb
1955	7	2	know	prefix	that_gap_goal_no-emb
1956	7	3	that	that	that_gap_goal_no-emb
1957	7	4	the	subj	that_gap_goal_no-emb
1958	7	5	investor	subj	that_gap_goal_no-emb
1959	7	6	lent	verb	that_gap_goal_no-emb
1960	7	7	a	object	that_gap_goal_no-emb
1961	7	8	lot	object	that_gap_goal_no-emb
1962	7	9	of	object	that_gap_goal_no-emb
1963	7	10	money	object	that_gap_goal_no-emb
1964	7	11	to	to	that_gap_goal_no-emb
1965	7	12	after	temporal_modifier	that_gap_goal_no-emb
1966	7	13	the	temporal_modifier	that_gap_goal_no-emb
1967	7	14	housing	temporal_modifier	that_gap_goal_no-emb
1968	7	15	market	temporal_modifier	that_gap_goal_no-emb
1969	7	16	crashed	temporal_modifier	that_gap_goal_no-emb
1970	7	18	.	End	that_gap_goal_no-emb
1971	7	19	<eos>	End	that_gap_goal_no-emb
1972	8	0	I	prefix	that_gap_goal_no-emb
1973	8	1	know	prefix	that_gap_goal_no-emb
1974	8	2	that	that	that_gap_goal_no-emb
1975	8	3	the	subj	that_gap_goal_no-emb
1976	8	4	sad	subj	that_gap_goal_no-emb
1977	8	5	businessman	subj	that_gap_goal_no-emb
1978	8	6	repaid	verb	that_gap_goal_no-emb
1979	8	7	his	object	that_gap_goal_no-emb
1980	8	8	debt	object	that_gap_goal_no-emb
1981	8	9	to	to	that_gap_goal_no-emb
1982	8	10	when	temporal_modifier	that_gap_goal_no-emb
1983	8	11	he	temporal_modifier	that_gap_goal_no-emb
1984	8	12	had	temporal_modifier	that_gap_goal_no-emb
1985	8	13	enough	temporal_modifier	that_gap_goal_no-emb
1986	8	14	money	temporal_modifier	that_gap_goal_no-emb
1987	8	16	.	End	that_gap_goal_no-emb
1988	8	17	<eos>	End	that_gap_goal_no-emb
1989	9	0	The	prefix	that_gap_goal_no-emb
1990	9	1	newspaper	prefix	that_gap_goal_no-emb
1991	9	2	reported	prefix	that_gap_goal_no-emb
1992	9	3	that	that	that_gap_goal_no-emb
1993	9	4	the	subj	that_gap_goal_no-emb
1994	9	5	administrator	subj	that_gap_goal_no-emb
1995	9	6	promised	verb	that_gap_goal_no-emb
1996	9	7	a	object	that_gap_goal_no-emb
1997	9	8	good	object	that_gap_goal_no-emb
1998	9	9	retirement	object	that_gap_goal_no-emb
1999	9	10	plan	object	that_gap_goal_no-emb
2000	9	11	to	to	that_gap_goal_no-emb
2001	9	12	during	temporal_modifier	that_gap_goal_no-emb
2002	9	13	the	temporal_modifier	that_gap_goal_no-emb
2003	9	14	speech	temporal_modifier	that_gap_goal_no-emb
2004	9	16	.	End	that_gap_goal_no-emb
2005	9	17	<eos>	End	that_gap_goal_no-emb
2006	10	0	Her	prefix	that_gap_goal_no-emb
2007	10	1	friend	prefix	that_gap_goal_no-emb
2008	10	2	found	prefix	that_gap_goal_no-emb
2009	10	3	out	prefix	that_gap_goal_no-emb
2010	10	4	that	that	that_gap_goal_no-emb
2011	10	5	the	subj	that_gap_goal_no-emb
2012	10	6	evil	subj	that_gap_goal_no-emb
2013	10	7	businessman	subj	that_gap_goal_no-emb
2014	10	8	sold	verb	that_gap_goal_no-emb
2015	10	9	a	object	that_gap_goal_no-emb
2016	10	10	broken	object	that_gap_goal_no-emb
2017	10	11	car	object	that_gap_goal_no-emb
2018	10	12	to	to	that_gap_goal_no-emb
2019	10	13	yesterday	temporal_modifier	that_gap_goal_no-emb
2020	10	15	.	End	that_gap_goal_no-emb
2021	10	16	<eos>	End	that_gap_goal_no-emb
2022	11	0	I	prefix	that_gap_goal_no-emb
2023	11	1	realized	prefix	that_gap_goal_no-emb
2024	11	2	that	that	that_gap_goal_no-emb
2025	11	3	the	subj	that_gap_goal_no-emb
2026	11	4	foreign	subj	that_gap_goal_no-emb
2027	11	5	visitor	subj	that_gap_goal_no-emb
2028	11	6	told	verb	that_gap_goal_no-emb
2029	11	7	a	object	that_gap_goal_no-emb
2030	11	8	joke	object	that_gap_goal_no-emb
2031	11	9	to	to	that_gap_goal_no-emb
2032	11	10	over	temporal_modifier	that_gap_goal_no-emb
2033	11	11	dinner	temporal_modifier	that_gap_goal_no-emb
2034	11	13	.	End	that_gap_goal_no-emb
2035	11	14	<eos>	End	that_gap_goal_no-emb
2036	12	0	The	prefix	that_gap_goal_no-emb
2037	12	1	novel	prefix	that_gap_goal_no-emb
2038	12	2	revealed	prefix	that_gap_goal_no-emb
2039	12	3	that	that	that_gap_goal_no-emb
2040	12	4	the	subj	that_gap_goal_no-emb
2041	12	5	suffering	subj	that_gap_goal_no-emb
2042	12	6	artist	subj	that_gap_goal_no-emb
2043	12	7	created	verb	that_gap_goal_no-emb
2044	12	8	a	object	that_gap_goal_no-emb
2045	12	9	painting	object	that_gap_goal_no-emb
2046	12	10	about	to	that_gap_goal_no-emb
2047	12	11	last	temporal_modifier	that_gap_goal_no-emb
2048	12	12	winter	temporal_modifier	that_gap_goal_no-emb
2049	12	14	.	End	that_gap_goal_no-emb
2050	12	15	<eos>	End	that_gap_goal_no-emb
2051	13	0	We	prefix	that_gap_goal_no-emb
2052	13	1	all	prefix	that_gap_goal_no-emb
2053	13	2	know	prefix	that_gap_goal_no-emb
2054	13	3	that	that	that_gap_goal_no-emb
2055	13	4	the	subj	that_gap_goal_no-emb
2056	13	5	young	subj	that_gap_goal_no-emb
2057	13	6	politician	subj	that_gap_goal_no-emb
2058	13	7	said	verb	that_gap_goal_no-emb
2059	13	8	a	object	that_gap_goal_no-emb
2060	13	9	few	object	that_gap_goal_no-emb
2061	13	10	remarks	object	that_gap_goal_no-emb
2062	13	11	about	to	that_gap_goal_no-emb
2063	13	12	a	temporal_modifier	that_gap_goal_no-emb
2064	13	13	week	temporal_modifier	that_gap_goal_no-emb
2065	13	14	before	temporal_modifier	that_gap_goal_no-emb
2066	13	15	the	temporal_modifier	that_gap_goal_no-emb
2067	13	16	voting	temporal_modifier	that_gap_goal_no-emb
2068	13	18	.	End	that_gap_goal_no-emb
2069	13	19	<eos>	End	that_gap_goal_no-emb
2070	14	0	I	prefix	that_gap_goal_no-emb
2071	14	1	know	prefix	that_gap_goal_no-emb
2072	14	2	that	that	that_gap_goal_no-emb
2073	14	3	the	subj	that_gap_goal_no-emb
2074	14	4	young	subj	that_gap_goal_no-emb
2075	14	5	professional	subj	that_gap_goal_no-emb
2076	14	6	assembled	verb	that_gap_goal_no-emb
2077	14	7	a	object	that_gap_goal_no-emb
2078	14	8	fancy	object	that_gap_goal_no-emb
2079	14	9	meal	object	that_gap_goal_no-emb
2080	14	10	for	to	that_gap_goal_no-emb
2081	14	11	last	temporal_modifier	that_gap_goal_no-emb
2082	14	12	night	temporal_modifier	that_gap_goal_no-emb
2083	14	14	.	End	that_gap_goal_no-emb
2084	14	15	<eos>	End	that_gap_goal_no-emb
2085	15	0	My	prefix	that_gap_goal_no-emb
2086	15	1	friends	prefix	that_gap_goal_no-emb
2087	15	2	all	prefix	that_gap_goal_no-emb
2088	15	3	know	prefix	that_gap_goal_no-emb
2089	15	4	that	that	that_gap_goal_no-emb
2090	15	5	the	subj	that_gap_goal_no-emb
2091	15	6	businessman	subj	that_gap_goal_no-emb
2092	15	7	left	verb	that_gap_goal_no-emb
2093	15	8	her	object	that_gap_goal_no-emb
2094	15	9	computer	object	that_gap_goal_no-emb
2095	15	10	in	to	that_gap_goal_no-emb
2096	15	11	this	temporal_modifier	that_gap_goal_no-emb
2097	15	12	afternoon	temporal_modifier	that_gap_goal_no-emb
2098	15	14	.	End	that_gap_goal_no-emb
2099	15	15	<eos>	End	that_gap_goal_no-emb
2100	16	0	The	prefix	that_gap_goal_no-emb
2101	16	1	visitor	prefix	that_gap_goal_no-emb
2102	16	2	said	prefix	that_gap_goal_no-emb
2103	16	3	that	that	that_gap_goal_no-emb
2104	16	4	the	subj	that_gap_goal_no-emb
2105	16	5	elderly	subj	that_gap_goal_no-emb
2106	16	6	lady	subj	that_gap_goal_no-emb
2107	16	7	described	verb	that_gap_goal_no-emb
2108	16	8	her	object	that_gap_goal_no-emb
2109	16	9	morning	object	that_gap_goal_no-emb
2110	16	10	routine	object	that_gap_goal_no-emb
2111	16	11	to	to	that_gap_goal_no-emb
2112	16	12	during	temporal_modifier	that_gap_goal_no-emb
2113	16	13	the	temporal_modifier	that_gap_goal_no-emb
2114	16	14	card	temporal_modifier	that_gap_goal_no-emb
2115	16	15	game	temporal_modifier	that_gap_goal_no-emb
2116	16	17	.	End	that_gap_goal_no-emb
2117	16	18	<eos>	End	that_gap_goal_no-emb
2118	17	0	I	prefix	that_gap_goal_no-emb
2119	17	1	know	prefix	that_gap_goal_no-emb
2120	17	2	that	that	that_gap_goal_no-emb
2121	17	3	the	subj	that_gap_goal_no-emb
2122	17	4	single	subj	that_gap_goal_no-emb
2123	17	5	mother	subj	that_gap_goal_no-emb
2124	17	6	called	verb	that_gap_goal_no-emb
2125	17	7	her	object	that_gap_goal_no-emb
2126	17	8	father	object	that_gap_goal_no-emb
2127	17	9	for	to	that_gap_goal_no-emb
2128	17	10	late	temporal_modifier	that_gap_goal_no-emb
2129	17	11	at	temporal_modifier	that_gap_goal_no-emb
2130	17	12	night	temporal_modifier	that_gap_goal_no-emb
2131	17	14	.	End	that_gap_goal_no-emb
2132	17	15	<eos>	End	that_gap_goal_no-emb
2133	18	0	The	prefix	that_gap_goal_no-emb
2134	18	1	colleagues	prefix	that_gap_goal_no-emb
2135	18	2	realized	prefix	that_gap_goal_no-emb
2136	18	3	that	that	that_gap_goal_no-emb
2137	18	4	the	subj	that_gap_goal_no-emb
2138	18	5	human	subj	that_gap_goal_no-emb
2139	18	6	resources	subj	that_gap_goal_no-emb
2140	18	7	officer	subj	that_gap_goal_no-emb
2141	18	8	found	verb	that_gap_goal_no-emb
2142	18	9	a	object	that_gap_goal_no-emb
2143	18	10	spare	object	that_gap_goal_no-emb
2144	18	11	computer	object	that_gap_goal_no-emb
2145	18	12	cord	object	that_gap_goal_no-emb
2146	18	13	for	to	that_gap_goal_no-emb
2147	18	14	yesterday	temporal_modifier	that_gap_goal_no-emb
2148	18	16	.	End	that_gap_goal_no-emb
2149	18	17	<eos>	End	that_gap_goal_no-emb
2150	19	0	She	prefix	that_gap_goal_no-emb
2151	19	1	said	prefix	that_gap_goal_no-emb
2152	19	2	that	that	that_gap_goal_no-emb
2153	19	3	the	subj	that_gap_goal_no-emb
2154	19	4	five	subj	that_gap_goal_no-emb
2155	19	5	star	subj	that_gap_goal_no-emb
2156	19	6	general	subj	that_gap_goal_no-emb
2157	19	7	awarded	verb	that_gap_goal_no-emb
2158	19	8	a	object	that_gap_goal_no-emb
2159	19	9	medal	object	that_gap_goal_no-emb
2160	19	10	to	to	that_gap_goal_no-emb
2161	19	11	over	temporal_modifier	that_gap_goal_no-emb
2162	19	12	the	temporal_modifier	that_gap_goal_no-emb
2163	19	13	weekend	temporal_modifier	that_gap_goal_no-emb
2164	19	15	.	End	that_gap_goal_no-emb
2165	19	16	<eos>	End	that_gap_goal_no-emb
2166	20	0	We	prefix	that_gap_goal_no-emb
2167	20	1	all	prefix	that_gap_goal_no-emb
2168	20	2	know	prefix	that_gap_goal_no-emb
2169	20	3	that	that	that_gap_goal_no-emb
2170	20	4	the	subj	that_gap_goal_no-emb
2171	20	5	journalist	subj	that_gap_goal_no-emb
2172	20	6	put	verb	that_gap_goal_no-emb
2173	20	7	his	object	that_gap_goal_no-emb
2174	20	8	tape	object	that_gap_goal_no-emb
2175	20	9	recorder	object	that_gap_goal_no-emb
